SampleID, process,                                                      xsectioninpb, filtereff,  kfactor,       uncertup, uncertdown, generator,                                                   etag
301000,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_120M180,                17.477,       1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301001,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_180M250,                2.9215,       1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301002,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_250M400,                1.0819,       1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301003,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_400M600,                0.19551,      1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301004,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_600M800,                0.037403,     1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301005,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_800M1000,               0.010607,     1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301006,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_1000M1250,              0.0042586,    1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301007,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_1250M1500,              0.001422,     1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301008,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_1500M1750,              0.00054526,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301009,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_1750M2000,              0.00022993,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301010,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_2000M2250,              0.00010386,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301011,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_2250M2500,              4.9403e-05,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301012,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_2500M2750,              2.4454e-05,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301013,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_2750M3000,              1.249e-05,    1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301014,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_3000M3500,              1.003e-05,    1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301015,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_3500M4000,              2.9344e-06,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301016,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_4000M4500,              8.9767e-07,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301017,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_4500M5000,              2.8071e-07,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301018,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYee_5000M,                  1.2647e-07,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301020,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_120M180,              17.477,       1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301021,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_180M250,              2.9215,       1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301022,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_250M400,              1.0819,       1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301023,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_400M600,              0.19551,      1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301024,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_600M800,              0.037403,     1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301025,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_800M1000,             0.010607,     1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301026,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_1000M1250,            0.0042586,    1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301027,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_1250M1500,            0.001422,     1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301028,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_1500M1750,            0.00054526,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301029,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_1750M2000,            0.00022992,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301030,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_2000M2250,            0.00010387,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301031,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_2250M2500,            4.9404e-05,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301032,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_2500M2750,            2.4454e-05,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301033,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_2750M3000,            1.249e-05,    1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301034,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_3000M3500,            1.003e-05,    1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301035,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_3500M4000,            2.9344e-06,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301036,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_4000M4500,            8.977e-07,    1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301037,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_4500M5000,            2.8072e-07,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301038,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYmumu_5000M,                1.2648e-07,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3649
301040,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_120M180,            17.476,       1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301041,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_180M250,            2.9213,       1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301042,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_250M400,            1.0819,       1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301043,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_400M600,            0.19551,      1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301044,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_600M800,            0.037402,     1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301045,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_800M1000,           0.010607,     1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301046,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_1000M1250,          0.0042585,    1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301047,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_1250M1500,          0.001422,     1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301048,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_1500M1750,          0.00054525,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301049,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_1750M2000,          0.00022993,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301050,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_2000M2250,          0.00010386,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301051,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_2250M2500,          4.9403e-05,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301052,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_2500M2750,          2.4454e-05,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301053,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_2750M3000,          1.2489e-05,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301054,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_3000M3500,          1.003e-05,    1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301055,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_3500M4000,          2.9343e-06,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301056,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_4000M4500,          8.9767e-07,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301057,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_4500M5000,          2.8072e-07,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
301058,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_DYtautau_5000M,              1.2648e-07,   1.0000E+00, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e3649
311005,   MadGraphPythia8EvtGen_A14N30NLO_S1TbLQtau_M400_l0_3,          0.014343,     1.0000E+00, 1.0,           0.0,      0.0,        MadGraph.2.6.1+Pythia8.230+EvtGen,                           e7220
311006,   MadGraphPythia8EvtGen_A14N30NLO_S1TbLQtau_M700_l0_3,          0.00079974,   1.0000E+00, 1.0,           0.0,      0.0,        MadGraph.2.6.1+Pythia8.230+EvtGen,                           e7220
311007,   MadGraphPythia8EvtGen_A14N30NLO_S1TbLQtau_M900_l0_3,          0.0001866,    1.0000E+00, 1.0,           0.0,      0.0,        MadGraph.2.6.1+Pythia8.230+EvtGen,                           e7220
311008,   MadGraphPythia8EvtGen_A14N30NLO_S1TbLQtau_M1200_l0_3,         3.026e-05,    1.0000E+00, 1.0,           0.0,      0.0,        MadGraph.2.6.1+Pythia8.230+EvtGen,                           e7220
341856,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH125_yb2_tautaulh,       0.42718,      4.5460E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.205)+EvtGen(v1.2.0), e4482
341857,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH150_yb2_tautaulh,       0.23227,      4.5448E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.2.0), e5686
341858,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH200_yb2_tautaulh,       0.084498,     4.5558E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.205)+EvtGen(v1.2.0), e4482
341859,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH250_yb2_tautaulh,       0.036454,     4.5406E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.2.0), e5686
341860,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH300_yb2_tautaulh,       0.017668,     4.5424E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.205)+EvtGen(v1.2.0), e4482
341861,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH350_yb2_tautaulh,       0.0094074,    4.5399E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.205)+EvtGen(v1.2.0), e4482
341862,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH400_yb2_tautaulh,       0.005283,     4.5665E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.205)+EvtGen(v1.2.0), e4298
341863,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH500_yb2_tautaulh,       0.0019589,    4.5454E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.205)+EvtGen(v1.2.0), e4482
341864,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH600_yb2_tautaulh,       0.00082623,   4.5632E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.205)+EvtGen(v1.2.0), e4482
341865,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH700_yb2_tautaulh,       0.00038703,   4.5573E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.205)+EvtGen(v1.2.0), e4482
341866,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH800_yb2_tautaulh,       0.00019529,   4.5559E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.205)+EvtGen(v1.2.0), e4482
341868,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH1000_yb2_tautaulh,      5.8263e-05,   4.5438E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.205)+EvtGen(v1.2.0), e4298
341870,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH1200_yb2_tautaulh,      2.0508e-05,   4.5391E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.2.3.p0)+Pythia8(v8.205)+EvtGen(v1.2.0), e4482
341873,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH1500_yb2_tautaulh,      5.1141e-06,   4.5591E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.2.3.p3)+Pythia8(v8.210)+EvtGen(v1.2.0), e5314
342305,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH200W1_tautaulh,      12.211,       4.5490E-01, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e4284
342308,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH250W1_tautaulh,      8.3951,       4.5526E-01, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e4284
342310,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH300W2_tautaulh,      6.6562,       4.5554E-01, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e4284
342312,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH350W3_tautaulh,      6.7896,       4.5487E-01, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e4284
342314,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH400W5_tautaulh,      6.2935,       4.5461E-01, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e4284
342316,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH500W5_tautaulh,      3.074,        4.5539E-01, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e4284
342318,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH600W10_tautaulh,     1.3801,       4.5508E-01, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e4284
342320,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH700W20_tautaulh,     0.64949,      4.5550E-01, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e4284
342322,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH800W20_tautaulh,     0.32277,      4.5591E-01, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e4284
342326,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH1000W30_tautaulh,    0.093746,     4.5610E-01, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e4284
342330,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH1200W40_tautaulh,    0.028722,     4.5556E-01, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e4284
342336,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH1500W60_tautaulh,    0.0061081,    4.5554E-01, 1.0,           0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0),             e4284
345289,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH2000_yb2_tautaulh,      7.2072e-07,   4.5407E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.2.0), e5686
345293,   aMcAtNloPythia8EvtGen_A14NNPDF23LO_bbH2500_yb2_tautaulh,      1.3099e-07,   4.5609E-01, 1.0,           0.0,      0.0,        MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.2.0), e5686
345297,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH2000W80_tautaulh,    0.00077942,   4.5508E-01, 1.0,           0.0,      0.0,        Powheg(v2_r3080)+Pythia8(v8.212)+EvtGen(v1.2.0),             e5685
345301,   PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH2500W100_tautaulh,   0.0001322,    4.5559E-01, 1.0,           0.0,      0.0,        Powheg(v2_r3080)+Pythia8(v8.212)+EvtGen(v1.2.0),             e5685
361106,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee,                         1901.1,       1.0000E+00, 1.02600047339, 0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3601
361107,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zmumu,                       1901.1,       1.0000E+00, 1.02605444217, 0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3601
361108,   PowhegPythia8EvtGen_AZNLOCTEQ6L1_Ztautau,                     1901.1,       1.0000E+00, 1.02605444217, 0.0,      0.0,        Powheg(v1_r2856)+Pythia8(v8.186)+EvtGen(v1.2.0)+Photospp,    e3601
363355,   Sherpa_221_NNPDF30NNLO_ZqqZvv,                                15.561,       2.8003E-01, 1.0,           0.0,      0.0,        Sherpa(v2.2.1),                                              e5525
363356,   Sherpa_221_NNPDF30NNLO_ZqqZll,                                15.564,       1.4158E-01, 1.0,           0.0,      0.0,        Sherpa(v2.2.1),                                              e5525
363357,   Sherpa_221_NNPDF30NNLO_WqqZvv,                                6.7975,       1.0000E+00, 1.0,           0.0,      0.0,        Sherpa(v2.2.1),                                              e5525
363358,   Sherpa_221_NNPDF30NNLO_WqqZll,                                3.4328,       1.0000E+00, 1.0,           0.0,      0.0,        Sherpa(v2.2.1),                                              e5525
363359,   Sherpa_221_NNPDF30NNLO_WpqqWmlv,                              24.708,       1.0000E+00, 1.0,           0.0,      0.0,        Sherpa(v2.2.1),                                              e5583
363360,   Sherpa_221_NNPDF30NNLO_WplvWmqq,                              24.724,       1.0000E+00, 1.0,           0.0,      0.0,        Sherpa(v2.2.1),                                              e5983
363489,   Sherpa_221_NNPDF30NNLO_WlvZqq,                                11.42,        1.0000E+00, 1.0,           0.0,      0.0,        Sherpa(v2.2.1),                                              e5525
364156,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV0_70_CVetoBVeto,         19151.0,      8.2465E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364157,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV0_70_CFilterBVeto,       19145.0,      1.3031E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364158,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV0_70_BFilter,            19143.0,      4.4209E-02, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364159,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV70_140_CVetoBVeto,       945.89,       6.7430E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364160,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV70_140_CFilterBVeto,     946.12,       2.4357E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364161,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV70_140_BFilter,          944.8,        8.4525E-02, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364162,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV140_280_CVetoBVeto,      339.73,       6.0009E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364163,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV140_280_CFilterBVeto,    339.8,        2.9256E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364164,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV140_280_BFilter,         339.68,       1.0844E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364165,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV280_500_CVetoBVeto,      72.084,       5.4766E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364166,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV280_500_CFilterBVeto,    72.103,       3.2016E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364167,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV280_500_BFilter,         72.063,       1.3137E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364168,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV500_1000,                15.008,       1.0000E+00, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364169,   Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV1000_E_CMS,              1.2349,       1.0000E+00, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364170,   Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV0_70_CVetoBVeto,          19153.0,      8.2467E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
364171,   Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV0_70_CFilterBVeto,        19145.0,      1.3038E-01, 0.9702,        0.05,     0.05,       Sherpa(v2.2.1),                                              e5340
