SampleID , xsection , kfactor , filtereff , uncertainty , mh , generator , process , simulation

# SM ggf
341079, 0.0011020, 1.0, 4.9150E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_WWlvlv_EF_15_5,  OFLCOND-RUN12-SDR-30
## Not Added to the whitelist yet - issue with weights
345324, 0.0011020, 1.0, 4.9318E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_NNLOPS_NN30_ggH125_WWlvlv_EF_15_5,  OFLCOND-RUN12-SDR-30
345339, 0.0011020, 1.0, 2.1808E-01, --, 125,  MadGraph+Pythia8+EvtGen, MadGraphPythia8EvtGen_A14NNPDF23LO_ggfhwwlnulnuNp2,  OFLCOND-RUN12-SDR-30

## ggf + 2 jets CP SM even, CP mixed, CP odd
343475, 0.000318, 1.0, 0.7, --, 125,  MGaMcAtNlo+Pythia8+EvtGen, MGaMcAtNloPy8EG_A14_NNPDF23_ggFhwwlvlv_CP_EVEN_emu,  OFLCOND-RUN12-SDR-30
343987, 0.000318, 1.0, 0.7, --, 125,  MGaMcAtNlo+Pythia8+EvtGen, MGaMcAtNloPy8EG_A14_NNPDF23_ggFhwwlvlv_CP_EVEN_mue,  OFLCOND-RUN12-SDR-30
343476, 0.000318, 1.0, 0.7, --, 125,  MGaMcAtNlo+Pythia8+EvtGen, MGaMcAtNloPy8EG_A14_NNPDF23_ggFhwwlvlv_CP_MIX_emu,  OFLCOND-RUN12-SDR-30
343988, 0.000318, 1.0, 0.7, --, 125,  MGaMcAtNlo+Pythia8+EvtGen, MGaMcAtNloPy8EG_A14_NNPDF23_ggFhwwlvlv_CP_MIX_mue,  OFLCOND-RUN12-SDR-30
343477, 0.000318, 1.0, 0.7, --, 125,  MGaMcAtNlo+Pythia8+EvtGen, MGaMcAtNloPy8EG_A14_NNPDF23_ggFhwwlvlv_CP_ODD_emu,  OFLCOND-RUN12-SDR-30
343989, 0.000318, 1.0, 0.7, --, 125,  MGaMcAtNlo+Pythia8+EvtGen, MGaMcAtNloPy8EG_A14_NNPDF23_ggFhwwlvlv_CP_ODD_mue,  OFLCOND-RUN12-SDR-30

## ggf + 2 jets CP SM even, CP mixed, CP odd stat. extension

345465, 0.000335, 1.0, 0.226101, --, 125,  MGaMcAtNlo+Pythia8+EvtGen, MGaMcAtNloPy8EG_A14_NNPDF23_ggFhwwlvlv_CP_EVEN, OFLCOND-RUN12-SDR-30
345466, 0.000335, 1.0, 0.226101, --, 125,  MGaMcAtNlo+Pythia8+EvtGen, MGaMcAtNloPy8EG_A14_NNPDF23_ggFhwwlvlv_CP_ODD,  OFLCOND-RUN12-SDR-30
345467, 0.000335, 1.0, 0.226101, --, 125,  MGaMcAtNlo+Pythia8+EvtGen, MGaMcAtNloPy8EG_A14_NNPDF23_ggFhwwlvlv_CP_MIX,  OFLCOND-RUN12-SDR-30

### ggF inclusive CP mixed
344299, 0.0011020, 1.0, 42.0, --, 125, MadGraph+Pythia8+EvtGen, MadGraphPythia8EvtGen_A14NNPDF23_ggFHWWtoemuCPmixed,  OFLCOND-RUN12-SDR-30
344300, 0.0011020, 1.0, 42.0, --, 125, MadGraph+Pythia8+EvtGen, MadGraphPythia8EvtGen_A14NNPDF23_ggFHWWtoemutauCPmixed,  OFLCOND-RUN12-SDR-30

# SM ggf MjjFilter
343393, 0.0011020, 1.00, 9.374E-03, --, 125,  Powheg+Pythia8+EvtGen, PowhegPy8EG_CT10_AZNLOCTEQ6L1_ggH125_WWlvlv_EF_15_5_highMjj,  OFLCOND-RUN12-SDR-31

# SM VBF
341080, 0.00008579, 1.0, 5.1025E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_WWlvlv_EF_15_5, OFLCOND-RUN12-SDR-30
345323, 0.00008579, 1.0, 5.0998E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_WWlvlv_EF_15_5, OFLCOND-RUN12-SDR-30

# SM H->tautau
341122, 0.002764, 1.0, 1.2277E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautaull,     OFLCOND-RUN12-SDR-30
341155, 0.0002359, 1.0, 1.2271E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautaull,    OFLCOND-RUN12-SDR-30


# EFT VBF+VH
345270, 1.3923E-04, 1.0, 1.0E+00, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_WWlvlv_EF_15_5, OFLCOND-RUN12-SDR-30

# EFT VBF
345271, 0.0000806, 1.0, 1.0E+00, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_WWlvlv_EF_15_5, OFLCOND-RUN12-SDR-30

# EFT VBF+VH dilepton
345272, 1.3923E-04, 1.0, 7.058657E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_WWlvlv_EF_15_5, OFLCOND-RUN12-SDR-30


# SM Hmumu ggf
341190, 4.4363E-02, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH100_mumu, OFLCOND-RUN12-SDR-30
341191, 4.0772E-02, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH105_mumu, OFLCOND-RUN12-SDR-30
341192, 3.7640E-02, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH110_mumu, OFLCOND-RUN12-SDR-30
341193, 7.8420E+07, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH115_mumu, OFLCOND-RUN12-SDR-30
341194, 3.2393E-02, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH120_mumu, OFLCOND-RUN12-SDR-30
341195, 3.0193E-02, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_mumu, OFLCOND-RUN12-SDR-30
341196, 2.8218E-02, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH130_mumu, OFLCOND-RUN12-SDR-30
341197, 2.6445E-02, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH135_mumu, OFLCOND-RUN12-SDR-30
341198, 2.4821E-02, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH140_mumu, OFLCOND-RUN12-SDR-30
341199, 2.3362E-02, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH145_mumu, OFLCOND-RUN12-SDR-30

# SM Hmumu VBF
341201, 4.7053E-03, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH100_mumu, OFLCOND-RUN12-SDR-30
341202, 4.5114E-03, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH105_mumu, OFLCOND-RUN12-SDR-30
341203, 4.3271E-03, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH110_mumu, OFLCOND-RUN12-SDR-30
341204, 4.1518E-03, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH115_mumu, OFLCOND-RUN12-SDR-30
341205, 3.9868E-03, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH120_mumu, OFLCOND-RUN12-SDR-30
341206, 3.8927E-03, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_mumu, OFLCOND-RUN12-SDR-30
341207, 3.6872E-03, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH130_mumu, OFLCOND-RUN12-SDR-30
341208, 3.5407E-03, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH135_mumu, OFLCOND-RUN12-SDR-30
341209, 3.4059E-03, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH140_mumu, OFLCOND-RUN12-SDR-30
341210, 7.8420E+07, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH145_mumu, OFLCOND-RUN12-SDR-30
341211, 3.1597E-03, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH150_mumu, OFLCOND-RUN12-SDR-30

# SM WH
341421, 1.342E-06, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WmH125J_MINLO_eveWWlvlv, OFLCOND-RUN12-SDR-30(Deprecated)
343275, 1.342E-06, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WmH125J_MINLO_eveWWlvlv
341422, 5.601E-06, 1.0, 4.3721E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WmH125J_MINLO_eveWWlvqq, OFLCOND-RUN12-SDR-30
341423, 1.342E-06, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WmH125J_MINLO_muvmuWWlvlv, OFLCOND-RUN12-SDR-30(Deprecated)
343276, 1.342E-06, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WmH125J_MINLO_muvmuWWlvlv
341424, 5.601E-06, 1.0, 4.3691E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WmH125J_MINLO_muvmuWWlvqq, OFLCOND-RUN12-SDR-30
341425, 8.080E-06, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WmH125J_MINLO_qqWWlvlv, OFLCOND-RUN12-SDR-30
341426, 3.372E-05, 1.0, 4.3638E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WmH125J_MINLO_qqWWlvqq, OFLCOND-RUN12-SDR-30
341427, 1.342E-06, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WmH125J_MINLO_tauvtauWWlvlv, OFLCOND-RUN12-SDR-30
341428, 5.601E-06, 1.0, 4.3970E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WmH125J_MINLO_tauvtauWWlvqq, OFLCOND-RUN12-SDR-30
341429, 2.115E-06, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WpH125J_MINLO_eveWWlvlv, OFLCOND-RUN12-SDR-30(Deprecated)
343277, 2.115E-06, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WpH125J_MINLO_eveWWlvlv
341430, 8.824E-06, 1.0, 4.3565E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WpH125J_MINLO_eveWWlvqq, OFLCOND-RUN12-SDR-30
341431, 2.115E-06, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WpH125J_MINLO_muvmuWWlvlv, OFLCOND-RUN12-SDR-30(Deprecated)
343278, 2.115E-06, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WpH125J_MINLO_muvmuWWlvlv
341432, 8.824E-06, 1.0, 4.3778E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WpH125J_MINLO_muvmuWWlvqq, OFLCOND-RUN12-SDR-30
341433, 1.274E-05, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WpH125J_MINLO_qqWWlvlv, OFLCOND-RUN12-SDR-30
341434, 5.316E-05, 1.0, 4.3909E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WpH125J_MINLO_qqWWlvqq, OFLCOND-RUN12-SDR-30
341435, 2.115E-06, 1.0, 1.0,        --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WpH125J_MINLO_tauvtauWWlvlv, OFLCOND-RUN12-SDR-30
341436, 8.824E-06, 1.0, 4.3823E-01, --, 125,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WpH125J_MINLO_tauvtauWWlvqq, OFLCOND-RUN12-SDR-30
345433, 8.080E-06, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_NNPDF3_AZNLO_WmH125J_MINLO_qqWWlvlv, DUMMY
345325, 1.274E-05, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_NNPDF3_AZNLO_WpH125J_MINLO_qqWWlvlv, DUMMY
345326, 4.027E-06, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_NNPDF3_AZNLO_WmH125J_MINLO_lvWWlvlv, DUMMY
345327, 6.344E-06, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_NNPDF3_AZNLO_WpH125J_MINLO_lvWWlvlv, DUMMY

# SM qq->ZH
341449, 5.761E-07, 1.0, 1.0,        --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_eeWWlvlv_VpT, OFLCOND-RUN12-SDR-30
341450, 2.404E-06, 1.0, 0.43745,    --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_eeWWlvqq_VpT, OFLCOND-RUN12-SDR-30
341451, 5.761E-07, 1.0, 1.0,        --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_mumuWWlvlv_VpT, OFLCOND-RUN12-SDR-30
341452, 2.404E-06, 1.0, 0.4353,     --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_mumuWWlvqq_VpT, OFLCOND-RUN12-SDR-30
341453, 5.761E-07, 1.0, 1.0,        --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_tautauWWlvlv_VpT, OFLCOND-RUN12-SDR-30
341454, 2.404E-06, 1.0, 0.43681,    --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_tautauWWlvqq_VpT, OFLCOND-RUN12-SDR-30
341455, 1.144E-06, 1.0, 1.0,        --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_veveWWlvlv_VpT, OFLCOND-RUN12-SDR-30
341456, 4.775E-06, 1.0, 0.44058,    --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_veveWWlvqq_VpT, OFLCOND-RUN12-SDR-30
341457, 1.144E-06, 1.0, 1.0,        --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_vmuvmuWWlvlv_VpT, OFLCOND-RUN12-SDR-30
341458, 4.775E-06, 1.0, 0.43925,    --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_vmuvmuWWlvqq_VpT, OFLCOND-RUN12-SDR-30
341459, 1.144E-06, 1.0, 1.0,        --, 125,  PowhegPythia8EG, PowhegPy8EG_CT10_AZNLO_ZH125J_MINLO_vtauvtauWWlvlv_VpT, OFLCOND-RUN12-SDR-30
341460, 4.775E-06, 1.0, 0.43441,    --, 125,  PowhegPythia8EG, PowhegPy8EG_CT10_AZNLO_ZH125J_MINLO_vtauvtauWWlvqq_VpT, OFLCOND-RUN12-SDR-30
341461, 1.192E-05, 1.0, 1.0,        --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_qqWWlvlv_VpT, OFLCOND-RUN12-SDR-30
345336, 1.192E-05, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_qqWWlvlv, DUMMY
345337, 1.728E-06, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_llWWlvlv, DUMMY
345445, 3.433E-06, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_vvWWlvlv, DUMMY

# SM gg->ZH
# FilterEff values for all but 344387 are placeholders (copied from qq->ZH values above)
344376, 9.287E-08, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ggZH125_eeWWlvlv, OFLCOND-RUN12-SDR-30
344377, 3.875E-07, 1.0, 0.43745,    --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ggZH125_eeWWlvqq, OFLCOND-RUN12-SDR-30
344378, 9.287E-08, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ggZH125_mumuWWlvlv, OFLCOND-RUN12-SDR-30
344379, 3.875E-07, 1.0, 0.4353,     --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ggZH125_mumuWWlvqq, OFLCOND-RUN12-SDR-30
344380, 9.287E-08, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ggZH125_tautauWWlvlv, OFLCOND-RUN12-SDR-30
344381, 3.875E-07, 1.0, 0.43681,    --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ggZH125_tautauWWlvqq, OFLCOND-RUN12-SDR-30
344382, 1.837E-07, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ggZH125_veveWWlvlv, OFLCOND-RUN12-SDR-30
344383, 7.667E-07, 1.0, 0.44058,    --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ggZH125_veveWWlvqq, OFLCOND-RUN12-SDR-30
344384, 1.837E-07, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ggZH125_vmuvmuWWlvlv, OFLCOND-RUN12-SDR-30
344385, 7.667E-07, 1.0, 0.43925,    --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ggZH125_vmuvmuWWlvqq, OFLCOND-RUN12-SDR-30
344386, 1.837E-07, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ggZH125_vtauvtauWWlvlv, OFLCOND-RUN12-SDR-30
344387, 7.667E-07, 1.0, 0.43977,    --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_ggZH125_vtauvtauWWlvqq, OFLCOND-RUN12-SDR-30
345446, 2.786E-07, 1.0, 1.0,        --, 125, PowhegPythia8EvtGen, PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125J_MINLO_llWWlvlv, DUMMY

### SM WH tautau
342684, 3.753E-06, 1.0, 6.0602E-01, --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WmH125J_MINLO_evtautau, OFLCOND-RUN12-SDR-30
342685, 3.753E-06, 1.0, 6.0594E-01, --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WmH125J_MINLO_muvtautau, OFLCOND-RUN12-SDR-30
342686, 3.753E-06, 1.0, 7.9747E-01, --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WmH125J_MINLO_tauvtautau, OFLCOND-RUN12-SDR-30
342688, 5.912E-06, 1.0, 5.5207E-01, --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WpH125J_MINLO_evtautau, OFLCOND-RUN12-SDR-30
342690, 5.912E-06, 1.0, 7.9151E-01, --, 125,  PowhegPythia8EvtGen, PowhegPythia8EvtGen_CT10_AZNLO_WpH125J_MINLO_tauvtautau, OFLCOND-RUN12-SDR-30
343323, 5.821E-05, 1.0, 5.5964E-01, --, 125,  Pythia8EvtGen, Pythia8EvtGen_A14NNPDF23LO_WqqH125_tautauIncl, OFLCOND-RUN12-SDR-30

# NWA ggf
341006, 1.04976E-04, 1.0000E+00, 5.6403E-01, --, 200,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH200NWA_WWlvlv_15_5,  OFLCOND-RUN12-SDR-30
341007, 1.04976E-04, 1.0000E+00, 5.8045E-01, --, 300,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH300NWA_WWlvlv_15_5,  OFLCOND-RUN12-SDR-30
341008, 1.04976E-04, 1.0000E+00, 5.9250E-01, --, 400,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH400NWA_WWlvlv_15_5,  OFLCOND-RUN12-SDR-30
341009, 1.04976E-04, 1.0000E+00, 5.9930E-01, --, 500,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH500NWA_WWlvlv_15_5,  OFLCOND-RUN12-SDR-30
341010, 1.04976E-04, 1.0000E+00, 6.0582E-01, --, 600,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH600NWA_WWlvlv_15_5,  OFLCOND-RUN12-SDR-30
341011, 1.04976E-04, 1.0000E+00, 6.0824E-01, --, 700,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH700NWA_WWlvlv_15_5,  OFLCOND-RUN12-SDR-30
343465, 1.04976E-04, 1.0000E+00, 6.1000E-01, --, 750,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH750NWA_WWlvlv_15_5,  OFLCOND-RUN12-SDR-31
341012, 1.04976E-04, 1.0000E+00, 6.1071E-01, --, 800,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH800NWA_WWlvlv_15_5,  OFLCOND-RUN12-SDR-30
341013, 1.04976E-04, 1.0000E+00, 6.1221E-01, --, 900,  Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH900NWA_WWlvlv_15_5,  OFLCOND-RUN12-SDR-30
341014, 1.04976E-04, 1.0000E+00, 6.1489E-01, --, 1000, Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH1000NWA_WWlvlv_15_5, OFLCOND-RUN12-SDR-30
343373, 1.04976E-04, 1.0000E+00, 6.1690E-01, --, 1200, Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH1200NWA_WWlvlv_15_5, OFLCOND-RUN12-SDR-31
341015, 1.04976E-04, 1.0000E+00, 6.1831E-01, --, 1400, Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH1400NWA_WWlvlv_15_5, OFLCOND-RUN12-SDR-30
343374, 1.04976E-04, 1.0000E+00, 6.2180E-01, --, 1600, Powheg+Pythia8+EvtGen, PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH1600NWA_WWlvlv_15_5, OFLCOND-RUN12-SDR-31
